Type,Customer,Address,Town,No. Machines,Latitude,Longitude,Serial Number
Vending,Sportlife i Kungsbacka AB (Kungsbacka City),Soedra Torggatan 18,434 30 Kungsbacka Sverige,1,57.4863842,12.0763481,2216006497
Vending,Sportlife Gym & Bad i Vaest AB (Almedal),Moelndalsvaegen 85,412 85 Goeteborg Sverige,1,57.6815401,12.0013583,2216006498
Vending,F24S Uppsala,Dragarbrunnsgatan 25,753 20 Uppsala Sverige,1,59.8602721,17.6382973,2216006499
Vending,Sportlife MW AB (Jaerntorget),Folkets hus,413 04 Goeteborg Sverige,1,57.6962754,11.9526686,2216006501
Vending,F24S Joenkoeping,oestra Storgatan 7-9,553 21 Joenkoeping Sverige,1,57.7809877,14.1881287,2216006505
Vending,Fitness Syd Soenderborg,Grundvigallé 170,6400 Soenderborg,1,55.230381,11.77017,2216006506
Vending,Fitness 24 Seven (Stockholm Vanadisplan),Gaevlegatan 16,113 30 Stockholm,1,59.3457102,18.0363793,2220008768
Vending,SportlifeGym och Bad i Vaest AB,Axel Dahlstroems torg,414 80 Goeteborg Sverige,1,57.6702546,11.9277088,2220008769
Vending,Fitness24Seven Lund Centrum,Stora Soedergatan 8B,222 23 Lund Sverige,1,55.7003064,13.1916769,2220008770
Vending,SportlifeGym och Bad i Vaest AB,Karl Johansgatan 94,414 55 Goeteborg Sverige,1,57.6928051,11.9178581,2220008771
Vending,Fitness 24 Seven (Sollentuna Centrum),Malmvaegen 6C,191 61 Sollentuna,1,59.4260962,17.9487195,2220008772
Vending,Sportlife Olskroken,Redbergsvaegen 2,416 65 Goeteborg  Sverige,1,57.7149811,11.9976039,2220008773
Vending,SportlifeGym och Bad i Vaest AB,oesterlaanggatan 74,503 37 Boraas Sverige,1,57.7186686,12.9435777,2220008774
Vending,Fitness24Seven Haessleholm,oestergatan 7,281 31 Haessleholm Sverige,1,56.1580493,13.7652569,2220008776
Vending,SportlifeGym och Bad i Vaest AB,Dr. Fries torg,413 23 Goeteborg Sverige,1,57.6836552,11.9716136,2220008777
Vending,Fitness24Seven Universitetsholmen,Nordenskioeldsgatan 8,211 19 Malmoe Sverige,1,55.613966,12.9880233,2220008778
Vending,SportlifeGym och Bad i Vaest AB,Skaraborgsvaegen 64,506 30 Boraas Sverige,1,57.7345187,12.9315837,2220008779
Vending,Fitness 24 Seven (Botkyrka  Hallunda),Hallunda torg,145 68 Norsborg,1,59.2447617,17.8258163,2220008780
Vending,Fitness24Seven Goeteborg Stampen,Friggagatan 16,411 01 Goeteborg Sverige,1,57.7116524,11.9884608,2220008782
Vending,Fitness 24 Seven (Stockholm Stureplan),David Bagares  gata 7,11138 Stockholm,1,59.3293235,18.0685808,2220008783
Vending,Fitness 24 Seven (Malmoe Slussen),oestra Tullgatan 3,211 28 Malmoe,1,55.6074205,13.0127837,2220008784
Vending,Fitness 24 Seven (Stockholm Stadshagen),Warfinges vaeg 26,112 51 Stockholm,1,59.3389931,18.0117631,2220008785
Vending,Fitness 24 Seven (Nacka Orminge),Ormingeplan 2-4,132 30 Nacka,1,59.307903,18.156042,2220008786
Vending,Fitness World Lyngby Hovedgade,Lyngby Hovedgade 61,2800 Lyngby,1,55.767754,12.5073123,2220008788
Vending,Sportlife i Vaest AB,Kungsgatan 45,447 30 Vaargaarda Sverige,1,58.0324191,12.8077577,2220008789
Vending,Sportlife i Vaest AB,Skaanegatan 2,441 57 Alingsaas Sverige,1,57.9573505,12.5219399,2220008790
Vending,Fitness World Soeborg,Soeborg Hovedgade 27,2860 Soeborg,1,55.7375006,12.508327,2220008791
Vending,Fitness24Seven Sollenyuna Helenelund,Stupvaegen 1,191 42 Sollentuna Sverige,1,59.4114216,17.9655821,2221010177
Vending,F24S Huddinge –Vaarby,Vaarby Allé 14,143 40 Huddinge,1,59.3182817,17.9848496,2221010178
Vending,F24S Stockholm –Hoetorget,Sveavaegen 13-15,111 57 Stockholm,1,61.306873,17.0676095,2221010179
Vending,Sportlife Odenplan,Vaestmannagatan 44A,113 25 Stockholm,1,59.3406036,18.0486848,2221010181
Vending,Gym4You,Norgevej 8,4200 Slagelse,1,55.403692,11.355257,2221010182
Vending,Managym,Klostermosevej 123,3000 Helsingoer,1,56.02905,12.566158,2221010183
Vending,F24S Kungsbacka -Centrum,Nygatan 17,434 30 Kungsbacka,1,57.4855819,12.0786867,2221010186
Vending,F24S Eskilstuna –Centrum,Kungsgatan 21,632 20 Eskilstuna Sweden,1,60.1447686,16.1765571,2221010191
Vending,Sportlife oestermalm,Karlavaegen 100,115 26 Stockholm,1,59.3365032,18.0994189,2221010192
Vending,Fitness24Seven Kvilletorget,Kvilletorget 15,417 04 Goeteborg,1,57.7195588,11.9471383,2221010194
Vending,Fitness24Seven Huvudsta,Storgatan 70,171 52 Solna,1,59.3498827,17.9858766,2221010196
Vending,Fitness24Seven Hornstull,Hornsgatan 150,117 28 Stockholm,1,59.3159884,18.0384868,2221010197
Vending,Fitness24Seven Skellefteaa,Nygatan 46,931 31 Skellefteaa,1,64.7500884,20.954035,2221010198
Vending,Sportlife Tegnergatan,Tegnergatan 21,111 40 Stockholm,1,59.3398508,18.0614176,2221010199
Vending,F24S Helsingborg –Soeder,Soedergatan 39,252 25 Helsingborg Sverige,1,55.7375006,12.508327,2221010204
Vending,Fitness24Seven Huddinge Flemingsberg,Haelsovaegen 20,141 59 Stockholm Sverige,1,59.228004,17.9349063,2221010205
Vending,F24S Maersta –Centrum,Nymaersta Torg 6,195 30 Maersta,1,64.7500884,20.954035,2221010206
Vending,Sportlife Hammarby Sjoestad,Lugnets alle 1,120 65 Stockholm,1,59.3015218,18.101789,2221010208
Vending,F24S Varberg –Centrum,Vaestra Vallgatan 35A,432 41 Varberg,1,58.7437222,17.009289,2221010209
Vending,F24S Malmoe –Roersjoestaden,Henrik Smithsgatan 15A,211 56 Malmoe,1,55.6845223,12.5322363,2221010211
Vending,Fitnessdk Fisketorvet,Kalvebod Brygge 59,1560 Koebenhavn V,1,55.6626556,12.5621265,2221010215
Vending,Bodyline,oelandsvej 21,4681 Herfoelge,1,55.4251781,12.1447089,2221010219
Vending,Fitness World Korsoer,Nordvangen 3D 2.,4220 Korsoer,1,55.325763,11.14939,2221010220
Vending,Fitness World Nykoebing F,Vestenborg Álle 1,4800 Nykoebing F,1,55.603256,12.586085,2221010221
Vending,Fitnessdk,Roennebaer Alle 110,3000 Helsingoer,1,56.0248471,12.5869321,2221010222
Vending,Impuls Motion,Roejelskjaer 13,2840 Holte,1,55.8172508,12.4722496,2221010223
Vending,Nordic Wellness (Sportslife),Torslanda Torg 1,423 32 Torslanda,1,57.7234442,11.7671891,2311000192
Vending,Sportlife Hornstull,Laangholmsgatan 9,117 33 Stockholm,1,59.3223907,18.0290508,2311000193
Vending,Nordic Wellness (Sportslife),Storgatan 54 A,571 33 Naessjoe,1,57.6571147,14.6909254,2311000194
Vending,Optimal Training World Wide AB,Idrottsvaegen 2,663 34 Skoghall,1,59.3246275,13.4693947,2311000196
Vending,F24S Boden –Solna,Huvudstagatan 4,171 58 Solna,1,55.442952,11.791372,2311000197
Vending,Maa Baettre Saetra,Jaernvaegsgatan 22,783 30 Saeter,1,60.3452822,15.7502831,2311000198
Vending,Nordic Wellness (Sportslife),Kungsgatan 33,441 41 Alingsaas,1,57.9296829,12.5391905,2311000199
Vending,Nordic Wellness Hornsgatan,Hornsgatan 67,118 49 Stockholm,1,59.3176247,18.0534692,2311000200
Vending,Nordic Wellness (Sportslife),Brogatan 1,431 30 Moelndal,1,57.6556792,12.016643,2311000201
Vending,Nordic Wellness (Sportslife),Joenkoepingsgatan 12,566 31 Habo,1,57.9193649,14.0765157,2311000202
Vending,Nordic Wellness (Sportslife),Sjoeaakravaegen 25,564 31 Bankeryd,1,57.8674925,14.1377911,2311000205
Vending,Nordic Wellness (Sportslife),Kungsgatan 35,561 31 Huskvarna,1,57.7903939,14.275315,2311000206
Vending,Nordic Wellness (Sportslife),oestra Storgatan 34,553 21 Joenkoeping,1,57.7809877,14.1881287,2311000207
Vending,Nordic Wellness (Sportslife),Barnarpsgatan 12,553 16 Joenkoeping,1,57.7829535,14.1627917,2311000208
Vending,Nordic Wellness (Sportslife),Borgaas Gaardsv.1,434 39 Kungsbacka,1,57.4953312,12.0506946,2311000209
Vending,Nordic Wellness (Sportslife),Almaasgaangen 1,437 30 Lindome,1,57.5755218,12.0783006,2311000210
Vending,Fitness World Hvidovre,Hvidovre Stationsvej 143 1Sal,2650 Hvidovre,1,55.642522,12.475386,2311000211
Vending,Fitness4Life,Solroed Center,2680 Solroed,1,55.5342598,12.2179595,2311000214
Vending,Fitness World Kigkurren,Kigkurren 1,2300 Koebenhavn S,1,55.662682,12.577176,2311000215
Vending,Golds Fyrvalla,Fyrvallavaegen 4,831 30 oestersund,1,63.1804559,14.631056,2312000924
Vending,Nordic Wellness,Jaernvaegsgatan 31,264 33 Klippan,1,56.1389262,13.1350816,2312000926
Vending,Fristilen oestersund,Regementsgatan 31,831 35 oestersund,1,63.1746934,14.6460404,2312000927
Vending,Nordic Wellness,Sporthallsvaegen 2B,263 34 Hoeganaes,1,56.189811,12.5722265,2312000928
Vending,Nordic Wellness,Trollenaesgatan 2,217 73 Malmoe,1,55.5917028,12.9654009,2312000929
Vending,Nordic Wellness,Storgatan 28-30,302 43 Halmstad,1,56.6752565,12.8591279,2312000930
Vending,Nordic Wellness,Lilla garnisonsgatan 37,254 67 Helsingborg,1,56.0794009,12.7313154,2312000931
Vending,Arena Fagersta,Kristiansbergsvaegen 2,737 40 Fagersta,1,60.0016393,15.7788071,2312000932
Vending,Golds aare,Kurortsvaegen 20,830 13 aare,1,63.3990428,13.0815059,2312000933
Vending,Fitness 24 Seven,Elinebergsplatsen 5,256 68 Helsingborg,1,56.0284284,12.7256653,2312000936
Vending,Maa Baettre Avesta,Kungsgatan 2,774 30 Avesta,1,60.1447686,16.1765571,2312000939
Vending,Viking Sport & Nutrition (Byttet med pro nova),Fixgatan 3,641 33 Katrineholm,1,58.9949411,16.2219772,2312000940
Vending,Bodywork Hvalsoe,aasvejen 36,4330 Hvalsoe,1,55.594178,11.848926,2312000941
Vending,Nordic Wellness,Kronborgsvaegen 5,217 42 Malmoe,1,55.5930926,12.9869377,2312000942
Vending,Fitness24Seven,Raadmangatan 12A,211 46 Malmoe,1,55.5938292,12.9981261,2312000943
Vending,NW Lidingoe – Larsberg,Larsbergstorget 9,181 39 Lidingoe,1,59.3223907,18.0290508,2313001419
Vending,Fitness24Seven Spaangatan,Spaangatan 7,211 44 Malmoe,1,55.5971353,13.0034602,2313001420
Vending,Fitness24Seven Masthugget,Masthuggstorget 2,413 27 Goeteborg,1,57.6988216,11.9437662,2313001421
Vending,Fitness24Seven Norrkoeping,Praestgatan 12,602 32 Norrkoeping,1,58.5872217,16.187706,2313001423
Vending,Fitness24Seven Rosengaard,Thomaons Vaeg 28,213 73 Malmoe,1,55.5850939,13.0529514,2313001424
Vending,Fitness24Seven Dammfri,Koepenhamnsvaegen 6,217 43 Malmoe,1,55.5934792,12.9784183,2313001426
Vending,World Class Pro Nova (Byttet med Viking),St. Petersgatan 19,602 33 Norrkoeping,1,58.5880723,16.166888,2313001427
Vending,F24S Stockholm Regeringsgatan,Regeringsgatan 59,111 56 Stockholm,1,59.3343409,18.0673938,2313001430
Vending,Mer I Goeteborg AB,Storaas Industrigatan 20,424 69 Angered,1,57.7983453,12.0494425,2313001431
Vending,NW Malmoe Vaestra Hamnen,Riggaregatan 37,Malmoe,1,55.6173135,12.9803625,2313001433
Vending,Fitness24Seven Haabo/Baalsta,Centrumstraaket 1,746 32 Baalsta,1,59.563902,17.5328932,2313001434
Vending,Body Joy Gustavsbergs hamn,Odelbergsvaeg 19,134 40 Gustavsberg,1,59.3165214,18.3638844,2313001437
Vending,Fitness World,Tomsgaarsvej 15-17,2400 Koebenhavn NV,1,55.714619,12.5287294,2317005603
Vending,Fresh Amager,Rued Langgaardsvej 2C,2300 Koebenhavn,2,55.6571378,12.6094233,2317005604-2317005610
Vending,Nordic Wellness Ulricehamn,Strandvaegen 30,523 31 Ulricehamn,1,57.7793069,13.4032062,2317005607
Vending,Fitness24Seven Kristinehamn,Nya Kyrkogatan 19,681 30 Kristinehamn,1,59.3093556,14.1096064,2317005608
Vending,Odenplan Gym AB - NW Norrtaelje,Tullportsgatan 12,761 30 NORRTaeLJE,1,59.7572634,18.7001393,2317005609
Vending,Fitness World,Gasvaerksvej 16,1656 Koebenhavn V,1,55.6708082,12.5570356,2317005611
Vending,Maa baettre Gaevle,Nygatan 33,80311 Gaevle,1,60.2783963,15.9871076,2317005612
